[pid 13235] prctl(0x53564d41 /* PR_??? */, 0, 0xffffffffe8c95000, 0xff000, 0xffffffffede95d50)                          = 0
[pid 13235] munmap(0xffffffffe8c95000, 438272)                                                                          = 0
[pid 13235] munmap(0xffffffffe8d80000, 81920)                                                                           = 0
[pid 13235] mprotect(0xffffffffee95f000, 4096, PROT_READ)                                                               = 0
[pid 13235] mprotect(0xffffffffee95f000, 4096, PROT_READ|PROT_WRITE)                                                    = 0
[pid 13235] mprotect(0xffffffffee95f000, 4096, PROT_READ)                                                               = 0
[pid 13235] mprotect(0xffffffffee95f000, 4096, PROT_READ|PROT_WRITE)                                                    = 0
[pid 13235] mprotect(0xffffffffee95f000, 4096, PROT_READ)                                                               = 0
[pid 13235] mprotect(0xffffffffee95f000, 4096, PROT_READ|PROT_WRITE)                                                    = 0
[pid 13235] mprotect(0xffffffffee95f000, 4096, PROT_READ)                                                               = 0
[pid 13235] mprotect(0xffffffffee95f000, 4096, PROT_READ|PROT_WRITE)                                                    = 0
[pid 13235] mprotect(0xffffffffee95f000, 4096, PROT_READ)                                                               = 0
[pid 13235] mprotect(0xffffffffee95f000, 4096, PROT_READ|PROT_WRITE)                                                    = 0
[pid 13235] mprotect(0xffffffffee95f000, 4096, PROT_READ)                                                               = 0
[pid 13235] mprotect(0xffffffffee95f000, 4096, PROT_READ|PROT_WRITE)                                                    = 0
[pid 13235] mprotect(0xffffffffee95f000, 4096, PROT_READ)                                                               = 0
[pid 13235] mprotect(0xffffffffee95f000, 4096, PROT_READ|PROT_WRITE)                                                    = 0
[pid 13235] mprotect(0xffffffffee95f000, 4096, PROT_READ)                                                               = 0
[pid 13235] mprotect(0xffffffffee95f000, 4096, PROT_READ|PROT_WRITE)                                                    = 0
[pid 13235] mprotect(0xffffffffee95f000, 4096, PROT_READ)                                                               = 0
[pid 13235] mprotect(0xffffffffee95f000, 4096, PROT_READ|PROT_WRITE)                                                    = 0
[pid 13235] mprotect(0xffffffffee95f000, 4096, PROT_READ)                                                               = 0
[pid 13235] mprotect(0xffffffffee95f000, 4096, PROT_READ|PROT_WRITE)                                                    = 0
[pid 13235] mprotect(0xffffffffee95f000, 4096, PROT_READ)                                                               = 0
[pid 13235] mmap2(NULL, 4096, PROT_READ|PROT_WRITE, MAP_PRIVATE|MAP_ANONYMOUS, -1, 0)                                   = 0xeed07000
[pid 13235] prctl(0x53564d41 /* PR_??? */, 0, 0xffffffffeed07000, 0x1000, 0xffffffffede78a30)                           = 0
[pid 13235] mprotect(0xffffffffeed07000, 4096, PROT_READ)                                                               = 0
[pid 13235] mprotect(0xffffffffeed07000, 4096, PROT_READ|PROT_WRITE)                                                    = 0
[pid 13235] mprotect(0xffffffffeed07000, 4096, PROT_READ)                                                               = 0
[pid 13235] mprotect(0xffffffffeed07000, 4096, PROT_READ|PROT_WRITE)                                                    = 0
[pid 13235] mprotect(0xffffffffeed07000, 4096, PROT_READ)                                                               = 0
[pid 13235] mprotect(0xffffffffeed07000, 4096, PROT_READ|PROT_WRITE)                                                    = 0
[pid 13235] mprotect(0xffffffffeed07000, 4096, PROT_READ)                                                               = 0
[pid 13235] mprotect(0xffffffffeed07000, 4096, PROT_READ|PROT_WRITE)                                                    = 0
[pid 13235] mprotect(0xffffffffeed07000, 4096, PROT_READ)                                                               = 0
[pid 13235] mprotect(0xffffffffeed07000, 4096, PROT_READ|PROT_WRITE)                                                    = 0
[pid 13235] mprotect(0xffffffffeed07000, 4096, PROT_READ)                                                               = 0
[pid 13235] mprotect(0xffffffffeed07000, 4096, PROT_READ|PROT_WRITE)                                                    = 0
[pid 13235] mprotect(0xffffffffeed07000, 4096, PROT_READ)                                                               = 0
[pid 13235] mprotect(0xffffffffeed07000, 4096, PROT_READ|PROT_WRITE)                                                    = 0
[pid 13235] mprotect(0xffffffffeed07000, 4096, PROT_READ)                                                               = 0
[pid 13235] mprotect(0xffffffffeed07000, 4096, PROT_READ|PROT_WRITE)                                                    = 0
[pid 13235] mprotect(0xffffffffeed07000, 4096, PROT_READ)                                                               = 0
[pid 13235] mprotect(0xffffffffeed07000, 4096, PROT_READ|PROT_WRITE)                                                    = 0
[pid 13235] mprotect(0xffffffffeed07000, 4096, PROT_READ)                                                               = 0
[pid 13235] mprotect(0xffffffffeed07000, 4096, PROT_READ|PROT_WRITE)                                                    = 0
[pid 13235] mprotect(0xffffffffeed07000, 4096, PROT_READ)                                                               = 0
[pid 13235] mprotect(0xffffffffeed07000, 4096, PROT_READ|PROT_WRITE)                                                    = 0
[pid 13235] mprotect(0xffffffffeed07000, 4096, PROT_READ)                                                               = 0
[pid 13235] mprotect(0xffffffffeed07000, 4096, PROT_READ|PROT_WRITE)                                                    = 0
[pid 13235] mprotect(0xffffffffeed07000, 4096, PROT_READ)                                                               = 0
[pid 13235] mprotect(0xffffffffeed07000, 4096, PROT_READ|PROT_WRITE)                                                    = 0
[pid 13235] mprotect(0xffffffffeed07000, 4096, PROT_READ)                                                               = 0
[pid 13235] mprotect(0xffffffffeed07000, 4096, PROT_READ|PROT_WRITE)                                                    = 0
[pid 13235] mprotect(0xffffffffeed07000, 4096, PROT_READ)                                                               = 0
[pid 13235] mprotect(0xffffffffeed07000, 4096, PROT_READ|PROT_WRITE)                                                    = 0
[pid 13235] mprotect(0xffffffffeed07000, 4096, PROT_READ)                                                               = 0
[pid 13235] mprotect(0xffffffffeed07000, 4096, PROT_READ|PROT_WRITE)                                                    = 0
[pid 13235] mprotect(0xffffffffeed07000, 4096, PROT_READ)                                                               = 0
[pid 13235] mprotect(0xffffffffeed07000, 4096, PROT_READ|PROT_WRITE)                                                    = 0
[pid 13235] mprotect(0xffffffffeed07000, 4096, PROT_READ)                                                               = 0
[pid 13235] mprotect(0xffffffffeed07000, 4096, PROT_READ|PROT_WRITE)                                                    = 0
[pid 13235] mprotect(0xffffffffeed07000, 4096, PROT_READ)                                                               = 0
[pid 13235] mprotect(0xffffffffeed07000, 4096, PROT_READ|PROT_WRITE)                                                    = 0
[pid 13235] mprotect(0xffffffffeed07000, 4096, PROT_READ)                                                               = 0
[pid 13235] mprotect(0xffffffffeed07000, 4096, PROT_READ|PROT_WRITE)                                                    = 0
[pid 13235] mprotect(0xffffffffeed07000, 4096, PROT_READ)                                                               = 0
[pid 13235] mprotect(0xffffffffeed07000, 4096, PROT_READ|PROT_WRITE)                                                    = 0
[pid 13235] mprotect(0xffffffffeed07000, 4096, PROT_READ)                                                               = 0
[pid 13235] mprotect(0xffffffffeed07000, 4096, PROT_READ|PROT_WRITE)                                                    = 0
[pid 13235] mprotect(0xffffffffeed07000, 4096, PROT_READ)                                                               = 0
[pid 13235] mprotect(0xffffffffeed07000, 4096, PROT_READ|PROT_WRITE)                                                    = 0
[pid 13235] mprotect(0xffffffffeed07000, 4096, PROT_READ)                                                               = 0
[pid 13235] mprotect(0xffffffffeed07000, 4096, PROT_READ|PROT_WRITE)                                                    = 0
[pid 13235] mprotect(0xffffffffeed07000, 4096, PROT_READ)                                                               = 0
[pid 13235] mprotect(0xffffffffeed07000, 4096, PROT_READ|PROT_WRITE)                                                    = 0
[pid 13235] mprotect(0xffffffffeed07000, 4096, PROT_READ)                                                               = 0
[pid 13235] mprotect(0xffffffffeed07000, 4096, PROT_READ|PROT_WRITE)                                                    = 0
[pid 13235] mprotect(0xffffffffeed07000, 4096, PROT_READ)                                                               = 0
[pid 13235] mprotect(0xffffffffeed07000, 4096, PROT_READ|PROT_WRITE)                                                    = 0
[pid 13235] mprotect(0xffffffffeed07000, 4096, PROT_READ)                                                               = 0
[pid 13235] mprotect(0xffffffffeed07000, 4096, PROT_READ|PROT_WRITE)                                                    = 0
[pid 13235] mprotect(0xffffffffeed07000, 4096, PROT_READ)                                                               = 0
